議題類型,議題索引鍵,議題 ID,摘要,受託人,受託人 ID,回報者,回報者 ID,優先順序,狀態,解決方法,已建立,已更新,截止日期
漏洞,RSGCL-30,59827,"0126【Uat】【R3】機台大廳-上方JP金額變動時,千分位先出現",Gms,5d147d02e207030bd3c6bdd2,QA-Leo,712020:43438060-b8b0-4b3f-963e-fc65356d9672,Medium,結案,,29/一月/26 4:25 下午,21/四月/26 5:18 下午,
漏洞,RSGCL-29,59826,0126【Uat】【R3】機台大廳-上方JP中獎資訊無千分位數,Gms,5d147d02e207030bd3c6bdd2,QA-Leo,712020:43438060-b8b0-4b3f-963e-fc65356d9672,Medium,結案,,29/一月/26 4:20 下午,21/四月/26 5:18 下午,
漏洞,RSGCL-28,59823,0126【Uat】【R3】機台大廳-進出遊戲上方JP中獎資訊異常,Gms,5d147d02e207030bd3c6bdd2,QA-Leo,712020:43438060-b8b0-4b3f-963e-fc65356d9672,Medium,未解決問題,,29/一月/26 3:31 下午,29/一月/26 4:24 下午,
漏洞,RSGCL-27,59822,0126【Uat】【R3】機台大廳-JP中獎動畫順序錯誤,Gms,5d147d02e207030bd3c6bdd2,QA-Leo,712020:43438060-b8b0-4b3f-963e-fc65356d9672,Medium,已解決,,29/一月/26 3:27 下午,21/四月/26 5:18 下午,
漏洞,RSGCL-26,59820,0126【Uat】【R3】機台大廳-JP中獎動畫會超出畫面,Clara Wu,712020:d73a2c6b-ee79-4beb-8699-1425f0060980,QA-Leo,712020:43438060-b8b0-4b3f-963e-fc65356d9672,Medium,結案,,29/一月/26 2:59 下午,21/四月/26 5:18 下午,
漏洞,RSGCL-25,59819,0126【Uat】【R3】機台大廳-JP頁面、遊戲內、大廳，MAJOR無期待特效,Gms,5d147d02e207030bd3c6bdd2,QA-darwin,712020:854bc137-7e5c-4296-b626-473dec40e4ea,Medium,結案,,29/一月/26 2:40 下午,21/四月/26 5:18 下午,
漏洞,RSGCMC-37,59818,0126【Uat】【R3】機台大廳-入鈔後計數器不會進行計算,gao,712020:760509ab-5f7a-4366-a044-df0f69821759,QA-Sean,712020:b375f0f5-88f2-47e8-a8c3-fd4117da78fa,Medium,結案,,29/一月/26 2:39 下午,21/四月/26 5:18 下午,
漏洞,RSGCL-24,59817,0126【Uat】【R3】機台大廳-JP無放大動畫內容直接進入中獎店家/金額循環播放,Gms,5d147d02e207030bd3c6bdd2,QA-Leo,712020:43438060-b8b0-4b3f-963e-fc65356d9672,Medium,結案,,29/一月/26 2:23 下午,21/四月/26 5:18 下午,
漏洞,RSGCMC-36,59816,0126【Uat】【R3】機台大廳-開分-餘額上限-數字不會顯示千分位,gao,712020:760509ab-5f7a-4366-a044-df0f69821759,QA-Leo,712020:43438060-b8b0-4b3f-963e-fc65356d9672,Medium,結案,,29/一月/26 1:48 下午,21/四月/26 5:18 下午,
漏洞,RSGCMC-35,59812,0126【Uat】【R3】機台大廳-開分上限與規格不符(需確認為開分上限還是開分後上限),Clara Wu,712020:d73a2c6b-ee79-4beb-8699-1425f0060980,QA-Leo,712020:43438060-b8b0-4b3f-963e-fc65356d9672,Medium,結案,,29/一月/26 1:32 下午,21/四月/26 5:18 下午,
改善,RSGCMC-34,59802,0126【Uat】【R3】機台大廳-英文語系-設定/報表頁面，部份頁面文字仍顯示中文,Crimson 丹合,712020:363a0144-b688-4c80-b105-43b49fbefa89,QA-Sean,712020:b375f0f5-88f2-47e8-a8c3-fd4117da78fa,Medium,待辦,,29/一月/26 11:31 上午,14/五月/26 11:19 上午,
漏洞,RSGCMC-33,59800,0126【Uat】【R3】機台大廳-英文語系進入設定/報表頁面，仍會顯示中文介面,gao,712020:760509ab-5f7a-4366-a044-df0f69821759,QA-Sean,712020:b375f0f5-88f2-47e8-a8c3-fd4117da78fa,Medium,結案,,29/一月/26 11:13 上午,21/四月/26 5:18 下午,
漏洞,RSGCRM-12,59723,0126【Uat】【R2】機台遊戲四款-麻將發了-贏分消除中關閉遊戲，會跳斷線重連提示,Clara Wu,712020:d73a2c6b-ee79-4beb-8699-1425f0060980,QA-darwin,712020:854bc137-7e5c-4296-b626-473dec40e4ea,Medium,結案,,28/一月/26 5:29 下午,21/四月/26 5:18 下午,
漏洞,RSGCSC-61,59719,0126【Uat】【R2】機台遊戲四款-狗來富/勇闖黃金城-贏分20倍時，跑分與大獎動畫順序異常,Gms,5d147d02e207030bd3c6bdd2,QA-Sean,712020:b375f0f5-88f2-47e8-a8c3-fd4117da78fa,Medium,結案,,28/一月/26 4:43 下午,21/四月/26 5:18 下午,
漏洞,RSGCRM-11,59716,0126【Uat】【R2】機台遊戲四款-麻將發了-使用腳本2觸發FG無贏分 中間的Bonus Symbol會消失,kemeterchang,712020:89412c0f-f142-4686-9760-6139539212fe,QA-Thomas,712020:a4ed337d-b668-43e3-9ff7-fa923c3e6f0a,Medium,結案,,28/一月/26 3:22 下午,21/四月/26 5:18 下午,
漏洞,RSGCLD-16,59714,0126【Uat】【R2】機台遊戲四款-狗來富-M1 倍數收集時 右下購買特色按鈕會消失,Gms,5d147d02e207030bd3c6bdd2,QA-Leo,712020:43438060-b8b0-4b3f-963e-fc65356d9672,Medium,結案,,28/一月/26 2:55 下午,21/四月/26 5:18 下午,
漏洞,RSGCHF-16,59679,0126【Uat】【R2】機台遊戲四款-開心農場-保留盤面 有B1符號時，symbol圖層順序會不同,Steve Yeh,712020:8dfb256b-ce1e-4d10-88d4-d74aba540cbe,QA-darwin,712020:854bc137-7e5c-4296-b626-473dec40e4ea,Medium,結案,,28/一月/26 1:45 下午,21/四月/26 5:18 下午,
漏洞,RSGCCC-18,59678,"0126【Uat】【R3】機台遊戲六款-有請財神-盤面結算音效未播放完全,big win動畫/音效就出現",LuluHsu,712020:e0539f60-c2ea-4126-91fc-2e267711c91b,QA-Leo,712020:43438060-b8b0-4b3f-963e-fc65356d9672,Medium,結案,,28/一月/26 11:54 上午,21/四月/26 5:18 下午,
漏洞,RSGCFA-16,59676,勇闖黃金城-symbol轉換為M1~M4動畫與靜態圖有位移情形,阿牛,70121:ff51f7a7-1a6d-4899-a0f2-5e88820af6d3,Clara Wu,712020:d73a2c6b-ee79-4beb-8699-1425f0060980,Medium,結案,,28/一月/26 11:08 上午,05/二月/26 10:41 上午,
改善,RSGCGC-9,59674,"0126 【Uat】【R2】機台遊戲四款-金雞報喜-恢復盤面後,百搭symbol會被遮擋",LuluHsu,712020:e0539f60-c2ea-4126-91fc-2e267711c91b,QA-Leo,712020:43438060-b8b0-4b3f-963e-fc65356d9672,Medium,待辦,,28/一月/26 10:38 上午,17/三月/26 4:16 下午,
漏洞,RSGCCNY3-10,59673,大過年3-按實體大廳按鈕時，沒有播放Sound_Buy_Feature_Cancel音效,Gms,5d147d02e207030bd3c6bdd2,Clara Wu,712020:d73a2c6b-ee79-4beb-8699-1425f0060980,Medium,未解決問題,,28/一月/26 10:24 上午,04/六月/26 12:49 下午,
漏洞,RSGCFA-15,59672,勇闖黃金城-按實體購買特色、大廳按鈕時，沒有播放音效,阿牛,70121:ff51f7a7-1a6d-4899-a0f2-5e88820af6d3,Clara Wu,712020:d73a2c6b-ee79-4beb-8699-1425f0060980,Medium,結案,,28/一月/26 10:13 上午,05/二月/26 4:58 下午,
改善,RSGCSC-60,59605,0126【Uat】【R3】機台遊戲六款-大過年-出免遊按鈕可連點,Crimson 丹合,712020:363a0144-b688-4c80-b105-43b49fbefa89,QA-Leo,712020:43438060-b8b0-4b3f-963e-fc65356d9672,Medium,待辦,,27/一月/26 7:54 下午,14/五月/26 11:18 上午,
改善,RSGCSC-59,59604,0126 【Uat】【R2】機台遊戲四款-狗來富/金雞有喜-進出免遊按鈕可連點,Crimson 丹合,712020:363a0144-b688-4c80-b105-43b49fbefa89,QA-Leo,712020:43438060-b8b0-4b3f-963e-fc65356d9672,Medium,待辦,,27/一月/26 7:52 下午,14/五月/26 11:19 上午,
改善,RSGCSC-58,59601,Help快速點擊切換頁籤，下方圓點會跳過一個,Gms,5d147d02e207030bd3c6bdd2,佑誠,5e787cee61dfd90c309eb6bc,Medium,待辦,,27/一月/26 5:33 下午,29/一月/26 4:17 下午,
漏洞,RSGCCNY3-9,59599,"0126 【Uat】【R3】機台遊戲六款-大過年-恢復盤面後,百搭symbol會停止動畫",grace,712020:afdf8426-d95b-4dfb-86ec-5b42391ad354,QA-Leo,712020:43438060-b8b0-4b3f-963e-fc65356d9672,Medium,結案,,27/一月/26 5:17 下午,21/四月/26 5:18 下午,
漏洞,RSGCLD-15,59596,0126【Uat】【R2】機台遊戲四款-狗來富-免遊無贏分結算音效重複播放,Gms,5d147d02e207030bd3c6bdd2,QA-Leo,712020:43438060-b8b0-4b3f-963e-fc65356d9672,Medium,結案,,27/一月/26 4:58 下午,21/四月/26 5:18 下午,
漏洞,RSGCRM2-17,59592,麻將發了2-FG中急停下一把轉動時中軸會出現非金色符號,kemeterchang,712020:89412c0f-f142-4686-9760-6139539212fe,佑誠,5e787cee61dfd90c309eb6bc,Medium,結案,,27/一月/26 4:46 下午,05/二月/26 2:48 下午,
改善,RSGCLD-14,59575,"0126【Uat】【R2】機台遊戲四款-狗來富-免遊領獎畫面,下方""按下 旋轉 結束免費旋轉""文案與領獎按鈕無同步展示",Clara Wu,712020:d73a2c6b-ee79-4beb-8699-1425f0060980,QA-Leo,712020:43438060-b8b0-4b3f-963e-fc65356d9672,Medium,完成,完成,27/一月/26 4:05 下午,05/二月/26 4:24 下午,
漏洞,RSGCHF-15,59567,0126【Uat】【R2】機台遊戲四款-開心農場-畫面有倍數符號時離開重進，畫面會留下沒有倍數的符號,Steve Yeh,712020:8dfb256b-ce1e-4d10-88d4-d74aba540cbe,QA-Sean,712020:b375f0f5-88f2-47e8-a8c3-fd4117da78fa,Medium,結案,,27/一月/26 3:35 下午,21/四月/26 5:18 下午,
漏洞,RSGCSC-56,59566,0126【Uat】【R3】機台遊戲六款-戰神呂布/雷神之錘-畫面有倍數符號時離開重進，畫面會留下沒有倍數的符號,Steve Yeh,712020:8dfb256b-ce1e-4d10-88d4-d74aba540cbe,QA-Sean,712020:b375f0f5-88f2-47e8-a8c3-fd4117da78fa,Medium,結案,,27/一月/26 3:29 下午,21/四月/26 5:18 下午,
漏洞,RSGCRM-10,59565,麻將發了-達最大場次後仍會觸發瞇牌,kemeterchang,712020:89412c0f-f142-4686-9760-6139539212fe,佑誠,5e787cee61dfd90c309eb6bc,Medium,結案,,27/一月/26 3:04 下午,05/二月/26 2:54 下午,
漏洞,RSGCRM2-16,59561,麻將發了2-達最大場次後仍會觸發瞇牌,kemeterchang,712020:89412c0f-f142-4686-9760-6139539212fe,佑誠,5e787cee61dfd90c309eb6bc,Medium,結案,,27/一月/26 2:45 下午,05/二月/26 2:32 下午,
漏洞,RSGCCC-17,59559,【Uat】【R3】機台遊戲六款-有請財神-連續觸發喜從天降寶箱無法開啟畫面卡住,LuluHsu,712020:e0539f60-c2ea-4126-91fc-2e267711c91b,佑誠,5e787cee61dfd90c309eb6bc,Medium,結案,,27/一月/26 2:11 下午,05/二月/26 4:40 下午,
漏洞,RSGCSC-55,59507,0126 【Uat】【R2】機台遊戲四款-全遊戲-JP展示區塊沒有置中,Gms,5d147d02e207030bd3c6bdd2,QA-Leo,712020:43438060-b8b0-4b3f-963e-fc65356d9672,Medium,結案,,26/一月/26 8:32 下午,21/四月/26 5:18 下午,
漏洞,RSGCL-23,59506,0126 【Uat】【R2】機台大廳前端功能-JP展示區塊沒有置中,Gms,5d147d02e207030bd3c6bdd2,QA-Leo,712020:43438060-b8b0-4b3f-963e-fc65356d9672,Medium,結案,,26/一月/26 8:28 下午,21/四月/26 5:18 下午,
漏洞,RSGCMC-32,59505,【Uat】【R3】機台大廳-系統/其他事件內容異常,gao,712020:760509ab-5f7a-4366-a044-df0f69821759,Clara Wu,712020:d73a2c6b-ee79-4beb-8699-1425f0060980,Medium,觀察中,,26/一月/26 6:19 下午,22/五月/26 9:50 上午,
漏洞,RSGCSC-54,59503,實體機台 - 開啟ExtraBet和購買特色按鈕可以同時觸發,Gms,5d147d02e207030bd3c6bdd2,佑誠,5e787cee61dfd90c309eb6bc,Medium,結案,,26/一月/26 5:43 下午,17/三月/26 5:52 下午,
漏洞,RSGCHF-14,59500,【Uat】【R2】機台遊戲四款-開心農場-Help內容調整,Steve Yeh,712020:8dfb256b-ce1e-4d10-88d4-d74aba540cbe,Clara Wu,712020:d73a2c6b-ee79-4beb-8699-1425f0060980,Medium,結案,,26/一月/26 3:59 下午,05/二月/26 4:14 下午,
改善,RSGCGC-8,59496,【Uat】【R2】機台遊戲四款-金雞報喜-Help左右滑動時圖文會超框,Gms,5d147d02e207030bd3c6bdd2,佑誠,5e787cee61dfd90c309eb6bc,Medium,完成,完成,26/一月/26 3:49 下午,26/五月/26 1:34 上午,
改善,RSGCCC-16,59495,【Uat】【R3】機台遊戲六款-有請財神-Help左右滑動時圖文會超框,Gms,5d147d02e207030bd3c6bdd2,佑誠,5e787cee61dfd90c309eb6bc,Medium,完成,完成,26/一月/26 3:49 下午,26/五月/26 1:42 上午,
改善,RSGCFA-14,59493,【Uat】【R3】機台遊戲六款-勇闖黃金城-Help左右滑動時圖文會超框,阿牛,70121:ff51f7a7-1a6d-4899-a0f2-5e88820af6d3,佑誠,5e787cee61dfd90c309eb6bc,Medium,完成,完成,26/一月/26 3:48 下午,04/六月/26 3:32 下午,
漏洞,RSGCRM-9,59492,【Uat】【R2】機台遊戲四款-麻將發了-Help左右滑動時圖文會超框,kemeterchang,712020:89412c0f-f142-4686-9760-6139539212fe,佑誠,5e787cee61dfd90c309eb6bc,Medium,結案,,26/一月/26 3:48 下午,05/二月/26 2:46 下午,
漏洞,RSGCSC-53,59489,遊戲內與大廳JP累積值未同步,Gms,5d147d02e207030bd3c6bdd2,佑誠,5e787cee61dfd90c309eb6bc,Medium,未解決問題,,26/一月/26 3:03 下午,26/一月/26 3:03 下午,
漏洞,RSGCRM2-15,59488,【Uat】【R2】盤面SymbolPay分數全部錯誤,kemeterchang,712020:89412c0f-f142-4686-9760-6139539212fe,佑誠,5e787cee61dfd90c309eb6bc,Medium,結案,,26/一月/26 2:45 下午,05/二月/26 11:46 上午,
漏洞,RSGCLD-13,59485,【Uat】【R1】狗來富-進入FG轉場完，盤面未收集的M1 倍數消失,Gms,5d147d02e207030bd3c6bdd2,佑誠,5e787cee61dfd90c309eb6bc,Medium,已解決,,26/一月/26 2:29 下午,09/六月/26 1:13 上午,
漏洞,RSGCLD-12,59483,【Uat】【R1】狗來富-觸發Bonus盤面有其他贏分+蒐集M1，跑馬燈出現way數和倍數重疊,Gms,5d147d02e207030bd3c6bdd2,佑誠,5e787cee61dfd90c309eb6bc,Medium,結案,,26/一月/26 2:11 下午,05/二月/26 4:18 下午,
漏洞,RSGCLD-11,59455,【Uat】【R1】狗來富-滾動中假滾輪 M1 symbol沒有顯示x2,Gms,5d147d02e207030bd3c6bdd2,佑誠,5e787cee61dfd90c309eb6bc,Medium,結案,,26/一月/26 1:42 下午,05/二月/26 4:09 下午,
漏洞,RSGCLEG-13,59433,【Uat】【R2】機台遊戲六款-戰神呂布-help第四頁字體調整,Steve Yeh,712020:8dfb256b-ce1e-4d10-88d4-d74aba540cbe,Clara Wu,712020:d73a2c6b-ee79-4beb-8699-1425f0060980,Medium,結案,,26/一月/26 10:03 上午,27/一月/26 11:18 上午,
漏洞,RSGCL-22,59365,機台大廳-JP彩金頁面偶發無資料情形,Gms,5d147d02e207030bd3c6bdd2,Clara Wu,712020:d73a2c6b-ee79-4beb-8699-1425f0060980,Medium,觀察中,,25/一月/26 10:21 上午,04/二月/26 9:41 上午,
漏洞,RSGCL-21,59364,機台大廳-JP彩金頁面無資料時版面顯示異常,Ian,712020:16e2ac38-40fa-4fda-9c70-352e4a9163b1,Clara Wu,712020:d73a2c6b-ee79-4beb-8699-1425f0060980,Medium,已解決,,25/一月/26 10:20 上午,02/二月/26 2:40 下午,
漏洞,RSGCL-20,59329,0105【Uat】【R1】機台大廳-多點觸控時連續切換分頁,Ian,712020:16e2ac38-40fa-4fda-9c70-352e4a9163b1,Clara Wu,712020:d73a2c6b-ee79-4beb-8699-1425f0060980,Medium,結案,,24/一月/26 8:19 下午,08/二月/26 7:56 下午,
漏洞,RSGCSC-52,59328,機台 - JP 音效動畫播放結束後未正確關閉,Gms,5d147d02e207030bd3c6bdd2,Della,712020:9fb9dfee-dad3-4d42-bf15-2eec105b2bfb,Medium,結案,,24/一月/26 6:42 下午,08/二月/26 8:02 下午,
漏洞,RSGCSC-51,59327,機台 - JP 中獎跑馬燈未同步的同pool的機台,Gms,5d147d02e207030bd3c6bdd2,Della,712020:9fb9dfee-dad3-4d42-bf15-2eec105b2bfb,Medium,未解決問題,,24/一月/26 6:35 下午,24/一月/26 6:35 下午,
漏洞,RSGCSC-50,59326,機台 - JP 跑馬燈未正確顯示,Gms,5d147d02e207030bd3c6bdd2,Della,712020:9fb9dfee-dad3-4d42-bf15-2eec105b2bfb,Medium,結案,,24/一月/26 6:30 下午,08/二月/26 8:04 下午,
漏洞,RSGCFA-13,59325,【UAT】【R2】機台 -  勇闖黃金城 - bigwin大獎動畫 - BIGWIN 的字體不一致,Clara Wu,712020:d73a2c6b-ee79-4beb-8699-1425f0060980,Della,712020:9fb9dfee-dad3-4d42-bf15-2eec105b2bfb,Medium,結案,,24/一月/26 6:05 下午,26/一月/26 1:25 下午,
漏洞,RSGCCC-15,59324,機台 -  有請財神 - bg & fg 未開turbo時按spin 秀線issue,Gms,5d147d02e207030bd3c6bdd2,Della,712020:9fb9dfee-dad3-4d42-bf15-2eec105b2bfb,Medium,結案,,24/一月/26 5:41 下午,07/二月/26 2:34 下午,
漏洞,RSGCHF-13,59322,機台 -  開心農場 - 中了 JP之後按spin 無法關閉JP 彈板,Gms,5d147d02e207030bd3c6bdd2,Della,712020:9fb9dfee-dad3-4d42-bf15-2eec105b2bfb,High,結案,,24/一月/26 5:14 下午,05/二月/26 2:18 下午,
漏洞,RSGCLD-9,59321,【UAT】【R1】機台遊戲四款 - 狗來富  - 倍數動畫的光影圖層錯誤導致倍數無法被看到,Gms,5d147d02e207030bd3c6bdd2,Della,712020:9fb9dfee-dad3-4d42-bf15-2eec105b2bfb,High,結案,,24/一月/26 4:35 下午,27/一月/26 11:29 上午,
漏洞,RSGCSC-46,59320,機台 - 部分遊戲 - 從fg返回bg觸發大獎動畫會自動關閉,kemeterchang,712020:89412c0f-f142-4686-9760-6139539212fe,Della,712020:9fb9dfee-dad3-4d42-bf15-2eec105b2bfb,High,結案,,24/一月/26 4:01 下午,12/二月/26 11:11 上午,
漏洞,RSGCPOW-7,59319,機台 -  雷神之錘 - 中了 JP之後按spin 無法關閉JP 彈板,Gms,5d147d02e207030bd3c6bdd2,Della,712020:9fb9dfee-dad3-4d42-bf15-2eec105b2bfb,High,結案,,24/一月/26 3:39 下午,05/二月/26 1:58 下午,
漏洞,RSGCLD-10,59318,機台 -  狗來富 - 中了JP 後實體按鈕狀態出現錯誤,Gms,5d147d02e207030bd3c6bdd2,Della,712020:9fb9dfee-dad3-4d42-bf15-2eec105b2bfb,High,結案,,24/一月/26 3:22 下午,05/二月/26 2:01 下午,
漏洞,RSGCSC-43,59251,0112 【Uat】【R1】機台遊戲四款-戰神呂布、開心農場-Bonus、倍數Symbol掉落時超出盤面,Steve Yeh,712020:8dfb256b-ce1e-4d10-88d4-d74aba540cbe,QA-Thomas,712020:a4ed337d-b668-43e3-9ff7-fa923c3e6f0a,Medium,結案,,23/一月/26 5:18 下午,21/四月/26 5:18 下午,
漏洞,RSGCHF-12,59243,0112【Uat】【R1】機台遊戲四款-開心農場-FG贏分+倍數收集+Retrigger，上面贏分會重新跑,Steve Yeh,712020:8dfb256b-ce1e-4d10-88d4-d74aba540cbe,QA-darwin,712020:854bc137-7e5c-4296-b626-473dec40e4ea,Medium,結案,,23/一月/26 2:42 下午,21/四月/26 5:18 下午,
漏洞,RSGCGC-7,59240,"0112 【Uat】【R1】機台遊戲四款-金雞報喜-""10""配分表4連線贏分與規格文件不符",LuluHsu,712020:e0539f60-c2ea-4126-91fc-2e267711c91b,QA-Leo,712020:43438060-b8b0-4b3f-963e-fc65356d9672,Medium,結案,,23/一月/26 2:33 下午,21/四月/26 5:18 下午,
漏洞,RSGCHF-11,59239,0112【Uat】【R1】機台遊戲四款-開心農場-FG最後一把中BigWin，回BG後BigWin跑分時斷線重連，盤面都不會重製，除非再spin一把,Steve Yeh,712020:8dfb256b-ce1e-4d10-88d4-d74aba540cbe,QA-darwin,712020:854bc137-7e5c-4296-b626-473dec40e4ea,Medium,結案,,23/一月/26 1:53 下午,21/四月/26 5:19 下午,
漏洞,RSGCRM-8,59233,0112【Uat】【R1】機台遊戲四款-麻將發了-英文-symbol圖解與規格文案不符,Clara Wu,712020:d73a2c6b-ee79-4beb-8699-1425f0060980,QA-Leo,712020:43438060-b8b0-4b3f-963e-fc65356d9672,Medium,結案,,23/一月/26 11:46 上午,21/四月/26 5:19 下午,
漏洞,RSGCCNY3-8,59225,0119【Uat】【R2】機台遊戲六款-大過年3-免費旋轉符號急停音效異常,grace,712020:afdf8426-d95b-4dfb-86ec-5b42391ad354,QA-Leo,712020:43438060-b8b0-4b3f-963e-fc65356d9672,Medium,結案,,23/一月/26 10:43 上午,21/四月/26 5:19 下午,
漏洞,RSGCHF-10,59224,0112【Uat】【R1】機台遊戲四款-開心農場-FG非最後一局轉到倍數的symbol，會出現在斷線重連後的盤面,Steve Yeh,712020:8dfb256b-ce1e-4d10-88d4-d74aba540cbe,QA-darwin,712020:854bc137-7e5c-4296-b626-473dec40e4ea,Medium,結案,,23/一月/26 10:33 上午,21/四月/26 5:19 下午,
漏洞,RSGCFA-12,59189,0119【Uat】【R2】機台遊戲六款-勇闖黃金城-免遊結束無須等待領獎按鈕出現即可點擊按鈕位置關閉頁面,阿牛,70121:ff51f7a7-1a6d-4899-a0f2-5e88820af6d3,QA-Leo,712020:43438060-b8b0-4b3f-963e-fc65356d9672,Medium,結案,,22/一月/26 11:40 下午,21/四月/26 5:19 下午,
漏洞,RSGCSC-41,59188,0112 【Uat】【R1】機台遊戲四款-全遊戲-進免遊及免遊結算頁面左右下角仍可點擊,Gms,5d147d02e207030bd3c6bdd2,QA-Leo,712020:43438060-b8b0-4b3f-963e-fc65356d9672,Medium,未解決問題,,22/一月/26 10:58 下午,17/三月/26 1:16 下午,
漏洞,RSGCSC-40,59187,"0112 【Uat】【R1】機台遊戲四款-全遊戲-購買免遊頁面關閉時,短時間其餘按鈕無禁能,此會導致後續購買免由流程出錯",Gms,5d147d02e207030bd3c6bdd2,QA-Leo,712020:43438060-b8b0-4b3f-963e-fc65356d9672,Medium,未解決問題,,22/一月/26 10:02 下午,22/一月/26 10:58 下午,
漏洞,RSGCSC-39,59183,機台- 開自動模式拉到JP 遊戲畫面會卡住,Gms,5d147d02e207030bd3c6bdd2,Della,712020:9fb9dfee-dad3-4d42-bf15-2eec105b2bfb,High,結案,,22/一月/26 7:22 下午,08/二月/26 8:06 下午,
漏洞,RSGCHF-9,59179,0112【Uat】【R1】機台遊戲四款-開心農場-倍數的symbol機率性卡住,Steve Yeh,712020:8dfb256b-ce1e-4d10-88d4-d74aba540cbe,QA-darwin,712020:854bc137-7e5c-4296-b626-473dec40e4ea,Medium,結案,,22/一月/26 6:56 下午,21/四月/26 5:19 下午,
漏洞,RSGCLD-8,59177,【Uat】【R1】機台遊戲四款-狗來富-help第三頁示意圖修改,Gms,5d147d02e207030bd3c6bdd2,Clara Wu,712020:d73a2c6b-ee79-4beb-8699-1425f0060980,Medium,結案,,22/一月/26 6:33 下午,27/一月/26 11:23 上午,
漏洞,RSGCHF-8,59176,0112【Uat】【R1】機台遊戲四款-開心農場-help第三頁示意圖修改,Steve Yeh,712020:8dfb256b-ce1e-4d10-88d4-d74aba540cbe,Clara Wu,712020:d73a2c6b-ee79-4beb-8699-1425f0060980,Medium,結案,,22/一月/26 6:31 下午,27/一月/26 3:41 下午,
漏洞,RSGCCNY3-7,59173,0119【Uat】【R2】機台遊戲六款-大過年3-help第三頁排版調整,grace,712020:afdf8426-d95b-4dfb-86ec-5b42391ad354,Clara Wu,712020:d73a2c6b-ee79-4beb-8699-1425f0060980,Medium,結案,,22/一月/26 5:44 下午,27/一月/26 10:41 上午,
漏洞,RSGCLEG-12,59172,0119【Uat】【R2】機台遊戲六款-戰神呂布-help第三頁示意圖修改,Steve Yeh,712020:8dfb256b-ce1e-4d10-88d4-d74aba540cbe,Clara Wu,712020:d73a2c6b-ee79-4beb-8699-1425f0060980,Medium,結案,,22/一月/26 5:40 下午,27/一月/26 10:43 上午,
漏洞,RSGCSC-42,59171,0112【Uat】【R1】機台遊戲四款-全遊戲-無贏分Retrigger轉出盤面與設定不符,Gms,5d147d02e207030bd3c6bdd2,QA-Thomas,712020:a4ed337d-b668-43e3-9ff7-fa923c3e6f0a,Medium,未解決問題,,22/一月/26 5:27 下午,23/一月/26 1:53 下午,
漏洞,RSGCSC-35,59062,"0112【Uat】【R1】機台遊戲四款-狗來富/開心農場-餘額不足情況,按下購買免遊按鈕同時Spin/大廳會有異常情況",Gms,5d147d02e207030bd3c6bdd2,QA-Leo,712020:43438060-b8b0-4b3f-963e-fc65356d9672,Medium,結案,,21/一月/26 10:41 下午,21/四月/26 5:38 下午,
漏洞,RSGCMC-31,59060,"0119【Uat】【R2】機台大廳-遊戲中進設定/報表頁面,遊戲背景音效不會關閉",gao,712020:760509ab-5f7a-4366-a044-df0f69821759,QA-Leo,712020:43438060-b8b0-4b3f-963e-fc65356d9672,Medium,結案,,21/一月/26 9:20 下午,21/四月/26 5:38 下午,
漏洞,RSGCLD-7,59058,"0112【Uat】【R1】機台遊戲四款-狗來富-上方跑馬燈欄位有倍數時,切換投注額/點擊購買按鈕後無顯示幾路中獎資訊",Gms,5d147d02e207030bd3c6bdd2,QA-Leo,712020:43438060-b8b0-4b3f-963e-fc65356d9672,Medium,結案,,21/一月/26 8:30 下午,21/四月/26 5:38 下午,
漏洞,RSGCLD-6,59057,0112【Uat】【R1】機台遊戲四款-狗來富-M1 symbol消除動畫異常,Gms,5d147d02e207030bd3c6bdd2,QA-Leo,712020:43438060-b8b0-4b3f-963e-fc65356d9672,Medium,結案,,21/一月/26 8:10 下午,21/四月/26 5:38 下午,
漏洞,RSGCGC-6,59056,"0112 【Uat】【R1】機台遊戲四款-金雞報喜-在購買免遊視窗按下返回大廳同時按下購買免遊,會有異常情況",LuluHsu,712020:e0539f60-c2ea-4126-91fc-2e267711c91b,QA-Leo,712020:43438060-b8b0-4b3f-963e-fc65356d9672,Medium,結案,,21/一月/26 8:06 下午,21/四月/26 5:38 下午,
漏洞,RSGCSC-34,59047,0112【Uat】【R1】機台遊戲四款-全遊戲-贏分20倍，未播放大獎動畫,Gms,5d147d02e207030bd3c6bdd2,QA-Sean,712020:b375f0f5-88f2-47e8-a8c3-fd4117da78fa,Medium,結案,,21/一月/26 4:08 下午,21/四月/26 5:38 下午,
漏洞,RSGCMC-30,59041,0119【Uat】【R2】機台大廳-主機重開機，程式不會自動全螢幕,gao,712020:760509ab-5f7a-4366-a044-df0f69821759,QA-darwin,712020:854bc137-7e5c-4296-b626-473dec40e4ea,Medium,已解決,,21/一月/26 3:20 下午,23/七月/26 5:17 下午,
漏洞,RSGCSC-33,59030,0112 【Uat】【R1】機台遊戲四款-全遊戲-斷線重連後Bet並非原Bet,Gms,5d147d02e207030bd3c6bdd2,QA-Sean,712020:b375f0f5-88f2-47e8-a8c3-fd4117da78fa,Medium,結案,,21/一月/26 11:27 上午,21/四月/26 5:38 下午,
